199,色，戒,梁朝伟 Tony Leung Chiu Wai / 汤唯 Wei Tang / ...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p453716305.jpg
200,2001太空漫游,凯尔·杜拉 Keir Dullea / ...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p2560717825.jpg
201,虎口脱险,路易·德·菲耐斯 Louis de Funès...,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p2399597512.jpg
202,海边的曼彻斯特,卡西·阿弗莱克 Casey Affle...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p2421855655.jpg
203,人工智能,海利·乔·奥斯蒙 Haley...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p792257137.jpg
204,可可西里,多布杰 Duobujie / 张磊 Lei Zhang / 亓亮 Qi L...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p2363208684.jpg
205,城市之光,查理·卓别林 Charles Chaplin / 弗吉尼亚·...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p2170238828.jpg
206,房间,布丽·拉尔森 Brie Larson...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p2259715855.jpg
207,二十二,,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p2457609817.jpg
208,罗生门,三船敏郎 Toshirô Mifune / 京町子 ...,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p1598883511.jpg
209,初恋这件小事,,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p1505312273.jpg
210,终结者2：审判日,阿诺·施瓦辛格 Arnold Schwarz...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910909085.jpg
211,大佛普拉斯,庄益增 Yizeng Zhuang / 陈竹昇 Chu-sh...,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p2505928032.jpg
212,遗愿清单,杰克·尼科尔森 Jack Nicholson / 摩根...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p1481879628.jpg
213,牯岭街少年杀人事件,张震 Chen Chang / 杨静怡 Lisa Yang / 张...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p848381236.jpg
214,波西米亚狂想曲,拉米·马雷克 Rami Malek / 本·哈...,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p2549558913.jpg
215,源代码,杰克·吉伦哈尔 Jake Gyllenhaal / ...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p988260245.jpg
216,魂断蓝桥,费雯·丽 Vivien Leigh / 罗伯特·...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p2351134499.jpg
217,新龙门客栈,张曼玉 Maggie Cheung / 林青霞 Brigitte ...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p1421018669.jpg
218,青蛇,张曼玉 Maggie Cheung / 王祖贤 Joey Wang / ...,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p2570901292.jpg
219,疯狂的麦克斯4：狂暴之路,汤姆·哈迪 Tom Hardy / 查理兹·塞...,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p2236181653.jpg
220,无耻混蛋,布拉德·皮特 Brad Pitt / 梅拉尼·罗兰 M...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p2575043939.jpg
221,步履不停,阿部宽 Hiroshi Abe / 夏川结衣 Yu...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p2375245718.jpg
222,血钻,莱昂纳多·迪卡普里奥 Leonardo ...,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p1244017073.jpg
223,燃情岁月,布拉德·皮特 Brad Pitt / 安东...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p1023654037.jpg
224,东京教父,江守彻 Toru Emori / 梅垣义明 Yoshiaki Ume...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p456703618.jpg
225,海洋,..,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p2559581324.jpg
226,无间道2,陈冠希 / 余文乐 / 曾志伟,http://img3.doubanio.com/view/photo/s_ratio_poster/public/p958008320.jpg
227,彗星来的那一夜,艾米丽·芭尔多尼 Em...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p2187896734.jpg
228,谍影重重2,马特·达蒙 Matt Damon / ...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p667644866.jpg
229,穿越时空的少女,仲里依纱 Riisa Naka / 石田卓也 Takuya...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p2079334286.jpg
230,战争之王,尼古拉斯·凯奇 Nicolas Cage /...,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p792282381.jpg
231,阿飞正传,张国荣 Leslie Cheung / 张曼玉 Maggie C...,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p2525770523.jpg
232,地球上的星星,达席尔·萨法瑞 Darsheel Safary / 阿...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p1973489335.jpg
233,完美陌生人,马可·贾利尼 Marco Giallini ...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p2522331945.jpg
234,谍影重重,马特·达蒙 Matt Damon / 弗兰卡·波坦...,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p1597183981.jpg
235,千钧一发,伊桑·霍克 Ethan Hawke / 乌玛...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p2195672555.jpg
236,香水,本·卫肖 Ben Whishaw / 艾伦·瑞克...,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p2571500223.jpg
237,东京物语,笠智众 Chishû Ryû / 原节...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p1925331564.jpg
238,黑客帝国2：重装上阵,,http://img3.doubanio.com/view/photo/s_ratio_poster/public/p443461390.jpg
239,崖上的波妞,奈良柚莉爱 Yuria Nara / 土井洋辉 Hir...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p2627847859.jpg
240,我爱你,宋在河 Jae-ho Song / 李顺载 Soon-jae...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p1075591188.jpg
241,再次出发之纽约遇见你,凯拉·奈特莉 Keira Knightley / 马克...,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p2250287733.jpg
242,朗读者,凯特·温丝莱特 Kate Winslet ...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p1140984198.jpg
243,驴得水,任素汐 Suxi Ren / 大力 Da Li ...,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p2393044761.jpg
244,聚焦,马克·鲁弗洛 Mark Ruffalo /...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p2263822658.jpg
245,浪潮,尤尔根·沃格尔 Jürgen Vogel ...,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p1344888983.jpg
246,猜火车,伊万·麦克格雷格 Ewan McGregor / ...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p513567548.jpg
247,小萝莉的猴神大叔,萨尔曼·汗 Salman Khan / 哈莎莉·马...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p2510956726.jpg
248,茶馆,于是之 Shizhi Yu / 郑榕 Rong Zhen / 蓝天野 T...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p2262122096.jpg
249,追随,杰里米·西奥伯德 Jeremy...,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p2561545031.jpg
250,黑鹰坠落,乔什·哈奈特 Josh Hartnett / ...,http://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910900710.jpg
