99,断背山,希斯·莱杰 Heath Ledger / 杰克·吉伦哈尔 Jake...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p2604889017.jpg
100,7号房的礼物,柳承龙 Seung-yong Ryoo / 朴信惠 Shi...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p1816276065.jpg
101,天使爱美丽,奥黛丽·塔图 Audrey Tau...,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p2447590313.jpg
102,幽灵公主,松田洋治 Yôji Matsuda / 石田百合...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p1613191025.jpg
103,小森林 夏秋篇,桥本爱 Ai Hashimoto / 三浦贵大 Takahir...,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p2564498893.jpg
104,超脱,艾德里安·布洛迪 Adrien Brody / 马西...,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p1305562621.jpg
105,第六感,布鲁斯·威利斯 Bruce Wi...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p2220184425.jpg
106,功夫,周星驰 Stephen Chow / 元秋 Qiu Yuen / ...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p2219011938.jpg
107,阳光灿烂的日子,夏雨 Yu Xia / 宁静 Jing Ning / 陶虹 Hong Tao,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p2564685215.jpg
108,重庆森林,林青霞 Brigitte Lin / 金城武 Takeshi K...,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p792381411.jpg
109,唐伯虎点秋香,周星驰 Stephen Chow / 巩俐 Li Gong / 陈...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p2357915564.jpg
110,爱在黎明破晓前,伊桑·霍克 Ethan Hawke ...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p2555762374.jpg
111,人生果实,津端修一 Shûichi Tsubata / 津...,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p2544912792.jpg
112,一一,吴念真 / 李凯莉 Kelly Lee / 金燕玲 Elai...,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p2567845803.jpg
113,蝙蝠侠：黑暗骑士崛起,克里斯蒂安·贝尔 Christ...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p1706428744.jpg
114,小森林 冬春篇,桥本爱 Ai Hashimoto / 三浦贵大 Takahir...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p2215147728.jpg
115,菊次郎的夏天,北野武 Takeshi Kitano / 关口雄介 Yus...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p2620392435.jpg
116,消失的爱人,本·阿弗莱克 Ben Affleck / 罗莎蒙...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p2221768894.jpg
117,入殓师,本木雅弘 Masahiro Motoki / ...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p2635433927.jpg
118,无人知晓,柳乐优弥 Yûya Yagira / 北浦爱...,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p661160053.jpg
119,哈利·波特与阿兹卡班的囚徒,丹尼尔·雷德克里夫 Daniel Radcliffe / Emma...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910812549.jpg
120,超能陆战队,斯科特...,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p2614500883.jpg
121,倩女幽魂,张国荣 Leslie Cheung / 王祖贤 Joey W...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p2414157745.jpg
122,侧耳倾听,本名阳子 Youko Honna / 小林桂树 K...,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg
123,完美的世界,凯文·科斯特纳 Kevin Cos...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p2190556408.jpg
124,借东西的小人阿莉埃蒂,志田未来 Mirai Shida / 神木...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p617533616.jpg
125,甜蜜蜜,黎明 Leon Lai / 张曼玉 Maggie Cheung / ...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p2223011274.jpg
126,爱在日落黄昏时,伊桑·霍克 Ethan Hawke ...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p2561542458.jpg
127,萤火之森,佐仓绫音 Ayane Sakura / 内山昂辉 K...,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p1675053073.jpg
128,驯龙高手,..,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p2210954024.jpg
129,玛丽和马克思,托妮·科莱特 Toni Collette / 菲利...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p488255145.jpg
130,幸福终点站,汤姆·汉克斯 Tom Hanks...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p854757687.jpg
131,天书奇谭,丁建华 Jianhua Din...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p2515539487.jpg
132,告白,松隆子 Takako Matsu / 冈田将生 ...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p689520756.jpg
133,大鱼,伊万·麦克格雷格 Ewan McGregor / 阿...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p692813374.jpg
134,阳光姐妹淘,沈恩京 Eun-kyung Shim / 闵孝琳 Hy...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p1374786017.jpg
135,哈利·波特与密室,丹尼尔·雷德克里夫 Daniel Radcliffe / 艾玛...,http://img3.doubanio.com/view/photo/s_ratio_poster/public/p1082651990.jpg
136,射雕英雄传之东成西就,梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p2609063925.jpg
137,怪兽电力公司,约...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p2513247938.jpg
138,恐怖直播,河正宇 Jung-woo Ha / 李璟荣 Kyeong-y...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p2016930906.jpg
139,神偷奶爸,...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p792776858.jpg
140,时空恋旅人,多姆纳尔·格里森 Domhnall Gl...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p2070153774.jpg
141,玩具总动员3,汤姆·汉克斯 Tom Hanks / 蒂姆·艾...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p1283675359.jpg
142,傲慢与偏见,凯拉·奈特莉 Keira Knightley / 马修·...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p2016401659.jpg
143,教父3,阿尔·帕西诺 A...,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p2169664351.jpg
144,釜山行,孔侑 Yoo Gong / 郑有美 Yu-mi Jung / 马...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p2360940399.jpg
145,哪吒闹海,梁正晖 Zhenghui ...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p2532803206.jpg
146,血战钢锯岭,安德鲁·加菲尔德 Andrew Garfield /...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p2398141939.jpg
147,一个叫欧维的男人决定去死,罗夫·拉斯加德 Rolf Lassgård...,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p2406624993.jpg
148,被解救的姜戈,杰米·福克斯 Jamie Foxx /...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p1800813767.jpg
149,七武士,三船敏郎 Toshirô Mifune / 志村乔 ...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p2215886505.jpg
150,未麻的部屋,岩男润子 Junko Iwao / 松本梨香 Rica Matsu...,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p1351050722.jpg
151,喜宴,赵文瑄 Winston Chao / 郎雄 Sihung Lung / 归亚...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p2249048907.jpg
152,头号玩家,泰伊·谢里丹 Tye Sheri...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p2516578307.jpg
153,电锯惊魂,雷·沃纳尔 Leigh Whannell / 加利·艾...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p726839485.jpg
154,我是山姆,Sean Penn / Dakota Fanning / Mi...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p652417775.jpg
155,风之谷,岛本须美 Sumi Shimamoto / 松田洋治 Y...,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p1917567652.jpg
156,上帝之城,,http://img3.doubanio.com/view/photo/s_ratio_poster/public/p455677490.jpg
157,英雄本色,周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p2504997087.jpg
158,卢旺达饭店,唐·钱德尔 Don Cheadle / 苏菲·奥...,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p470419493.jpg
159,疯狂原始人,.,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p1867084027.jpg
160,谍影重重3,马特·达蒙 Matt Damon / ...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p792223507.jpg
161,三块广告牌,弗兰西斯·麦克多蒙德 France...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p2510081688.jpg
162,新世界,李政宰 Jung-Jae Lee / 崔岷植 Min-sik...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p1903379979.jpg
163,花样年华,梁朝伟 Tony Leung Chiu Wai / 张曼玉 Ma...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910828286.jpg
164,模仿游戏,本尼迪克特·康伯巴奇 Benedict C...,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p2255040492.jpg
165,纵横四海,周润发 Yun-Fat Chow / 张国荣 Leslie Cheung...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p2597918718.jpg
166,黑客帝国3：矩阵革命,,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p443461818.jpg
167,达拉斯买家俱乐部,马修·麦康纳 Matthew McCon...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p2166160837.jpg
168,岁月神偷,吴君如 Sandra Ng / 任达华 Simon Yam / 钟绍...,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p456666151.jpg
169,头脑特工队,,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p2266293606.jpg
170,心迷宫,霍卫民 Weimin Huo / 王笑天 Xiaotian Wang ...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p2276780256.jpg
171,你的名字。,神木隆之介 Ryûnosuke Kamiki / 上...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p2395733377.jpg
172,记忆碎片,盖·皮尔斯 Guy Pearce /...,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p641688453.jpg
173,寄生虫,宋康昊 Kang-ho Song / 李善均 Seon-gyun...,http://img3.doubanio.com/view/photo/s_ratio_poster/public/p2561439800.jpg
174,忠犬八公物语,山本圭 Kei Yamamoto / 井川比佐志 Hisa...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p2603716224.jpg
175,荒蛮故事,达里奥·葛兰帝内提 Darío...,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p2584519452.jpg
176,海街日记,绫濑遥 Haruka Ayase / 长泽雅美 M...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p2603364117.jpg
177,爆裂鼓手,迈尔斯·特勒 Miles Teller /...,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p2220776342.jpg
178,真爱至上,休·格兰特 Hugh Grant / 柯林...,http://img3.doubanio.com/view/photo/s_ratio_poster/public/p475600770.jpg
179,贫民窟的百万富翁,戴夫...,http://img3.doubanio.com/view/photo/s_ratio_poster/public/p2434249040.jpg
180,惊魂记,安东尼·博金斯 Antho...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p1021883305.jpg
181,东邪西毒,张国荣 Leslie Cheung / 林青霞 Brigitte...,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p1982176012.jpg
182,哈利·波特与火焰杯,丹尼尔·雷德克里夫 Daniel Radclif...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p735391084.jpg
183,萤火虫之墓,辰己努 / 白石绫乃 / 志乃原良子,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p2237136718.jpg
184,黑天鹅,娜塔莉·波特曼 Natalie...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p2549648344.jpg
185,小偷家族,中川雅也 Lily Franky / 安藤樱 Sa...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p2530599636.jpg
186,绿里奇迹,汤姆·汉克斯 Tom Hanks / 大卫·摩斯 David M...,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p767586451.jpg
187,无敌破坏王,约翰·C·赖利 John C. Reilly / 萨拉...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p1735642656.jpg
188,你看起来好像很好吃,山口胜平 Kappei Yamaguchi / 爱河...,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p709670262.jpg
189,冰川时代,.,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910895719.jpg
190,爱在午夜降临前,伊桑·霍克 Ethan Hawke ...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p2074715729.jpg
191,九品芝麻官,周星驰 Stephen Chow / 吴孟达 Man Tat Ng / ...,http://img3.doubanio.com/view/photo/s_ratio_poster/public/p648370300.jpg
192,雨人,达斯汀·霍夫曼 Dustin Hoffman ...,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p2353324612.jpg
193,疯狂的石头,郭涛 Tao Guo / 刘桦 Hua Liu / 连晋 Teddy Lin,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p712241453.jpg
194,恋恋笔记本,瑞恩·高斯林 Ryan Gosling /...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p483604864.jpg
195,恐怖游轮,梅利莎·乔治 Melissa ...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p462470694.jpg
196,雨中曲,吉恩·...,http://img9.doubanio.com/view/photo/s_ratio_poster/public/p1612355875.jpg
197,魔女宅急便,高山南 Minami Takayama / 佐久间玲 Re...,http://img2.doubanio.com/view/photo/s_ratio_poster/public/p456676352.jpg
198,奇迹男孩,雅各布·特伦布莱 Jacob Tr...,http://img1.doubanio.com/view/photo/s_ratio_poster/public/p2507709428.jpg
